ano,mes,data,regiao,uf,cidade,bairro,tipo_crime,periodo_dia,ocorrencias,vitimas,prisoes,renda_media,indice_violencia,nivel_risco
2017,1,2017-01-01,Centro-Oeste,GO,Goiânia,Centro,Roubo,Manhã,27,4,6,2386.93,11.19,Médio
2017,1,2017-01-01,Centro-Oeste,GO,Aparecida de Goiânia,Zona Sul,Estelionato,Madrugada,36,4,1,3745.71,92.16,Médio
2017,1,2017-01-01,Centro-Oeste,MT,Cuiabá,Zona Sul,Tráfico,Madrugada,26,4,4,4089.32,74.05,Alto
2017,1,2017-01-01,Centro-Oeste,MS,Campo Grande,Centro,Furto,Manhã,25,4,5,2282.76,11.24,Médio
2017,1,2017-01-01,Sudeste,SP,São Paulo,Centro,Roubo,Noite,26,7,1,4010.75,111.5,Alto
2017,1,2017-01-01,Sudeste,SP,Campinas,Zona Sul,Furto,Madrugada,23,8,4,2971.95,64.79,Crítico
2017,1,2017-01-01,Sudeste,SP,Ribeirão Preto,Centro,Tráfico,Tarde,26,4,4,2707.81,100.66,Baixo
2017,1,2017-01-01,Sudeste,RJ,Rio de Janeiro,Centro,Roubo,Noite,15,9,2,2368.87,55.21,Médio
2017,1,2017-01-01,Sudeste,RJ,Niterói,Zona Norte,Furto,Noite,26,1,5,2643.1,91.52,Baixo
2017,1,2017-01-01,Sudeste,RJ,Nova Iguaçu,Zona Norte,Roubo,Noite,37,6,3,1677.83,106.09,Alto
2017,1,2017-01-01,Sudeste,RJ,Petrópolis,Periferia,Violência doméstica,Madrugada,35,6,4,3755.14,21.07,Baixo
2017,1,2017-01-01,Sudeste,MG,Belo Horizonte,Zona Sul,Tráfico,Manhã,29,6,4,2967.71,40.92,Crítico
2017,1,2017-01-01,Sudeste,MG,Uberlândia,Periferia,Homicídio,Madrugada,30,8,0,3578.11,34.03,Alto
2017,1,2017-01-01,Sudeste,MG,Juiz de Fora,Zona Sul,Tráfico,Noite,27,5,5,2166.73,39.36,Médio
2017,1,2017-01-01,Sudeste,ES,Vitória,Centro,Tráfico,Noite,38,6,1,2505.75,10.65,Médio
2017,1,2017-01-01,Sudeste,ES,Vila Velha,Centro,Furto,Manhã,28,5,1,3123.02,33.76,Baixo
2017,1,2017-01-01,Sudeste,ES,Serra,Zona Norte,Violência doméstica,Manhã,38,4,0,3216.07,93.51,Baixo
2017,1,2017-01-01,Sul,PR,Curitiba,Periferia,Furto,Madrugada,18,5,1,1836.91,37.73,Alto
2017,1,2017-01-01,Sul,PR,Londrina,Zona Sul,Homicídio,Madrugada,27,7,3,3520.6,109.73,Baixo
2017,1,2017-01-01,Sul,SC,Florianópolis,Zona Sul,Tráfico,Manhã,39,8,5,2411.84,105.85,Alto
2017,1,2017-01-01,Sul,SC,Joinville,Zona Sul,Estelionato,Manhã,20,1,2,3382.47,69.88,Baixo
2017,1,2017-01-01,Sul,RS,Porto Alegre,Centro,Roubo,Tarde,22,5,1,3011.65,100.0,Alto
2017,1,2017-01-01,Sul,RS,Caxias do Sul,Zona Sul,Estelionato,Manhã,25,6,6,1970.99,105.46,Baixo
2017,2,2017-02-01,Norte,AM,Manaus,Zona Norte,Tráfico,Tarde,30,2,1,2186.74,73.31,Crítico
2017,2,2017-02-01,Norte,PA,Belém,Zona Sul,Roubo,Madrugada,22,5,4,2728.37,52.38,Crítico
2017,2,2017-02-01,Norte,PA,Santarém,Periferia,Homicídio,Manhã,37,7,4,3086.61,13.52,Alto
2017,2,2017-02-01,Norte,RO,Porto Velho,Zona Sul,Estelionato,Madrugada,33,8,2,3097.33,10.18,Crítico
2017,2,2017-02-01,Norte,TO,Palmas,Periferia,Violência doméstica,Tarde,31,8,1,2287.12,86.02,Crítico
2017,2,2017-02-01,Nordeste,BA,Salvador,Periferia,Homicídio,Manhã,43,10,4,3095.08,46.6,Baixo
2017,2,2017-02-01,Nordeste,BA,Feira de Santana,Periferia,Furto,Manhã,26,6,1,2686.44,77.3,Médio
2017,2,2017-02-01,Nordeste,PE,Recife,Centro,Violência doméstica,Tarde,39,8,3,2728.34,80.66,Médio
2017,2,2017-02-01,Nordeste,PE,Jaboatão dos Guararapes,Zona Sul,Estelionato,Manhã,41,6,7,3405.39,22.37,Médio
2017,2,2017-02-01,Nordeste,CE,Fortaleza,Zona Norte,Roubo,Madrugada,33,4,3,2332.96,12.9,Baixo
2017,2,2017-02-01,Nordeste,CE,Juazeiro do Norte,Centro,Furto,Madrugada,31,8,5,3266.45,62.3,Alto
2017,2,2017-02-01,Nordeste,MA,São Luís,Centro,Estelionato,Madrugada,35,5,2,2828.34,97.56,Crítico
2017,2,2017-02-01,Nordeste,PB,João Pessoa,Zona Sul,Homicídio,Noite,31,6,1,2054.16,95.67,Alto
2017,2,2017-02-01,Centro-Oeste,DF,Brasília,Periferia,Violência doméstica,Manhã,43,4,2,3013.66,77.12,Médio
2017,2,2017-02-01,Centro-Oeste,GO,Goiânia,Periferia,Tráfico,Madrugada,29,7,3,2615.67,65.97,Crítico
2017,2,2017-02-01,Centro-Oeste,GO,Aparecida de Goiânia,Zona Norte,Tráfico,Tarde,25,4,2,3053.4,76.1,Médio
2017,2,2017-02-01,Centro-Oeste,MT,Cuiabá,Zona Sul,Violência doméstica,Madrugada,27,5,4,3162.33,85.79,Médio
2017,2,2017-02-01,Centro-Oeste,MS,Campo Grande,Centro,Estelionato,Manhã,34,4,3,3117.15,96.94,Crítico
2017,2,2017-02-01,Sudeste,SP,São Paulo,Centro,Homicídio,Tarde,33,2,2,1876.96,116.5,Crítico
2017,2,2017-02-01,Sudeste,SP,Campinas,Periferia,Homicídio,Tarde,30,7,3,3448.56,100.33,Crítico
2017,2,2017-02-01,Sudeste,SP,Ribeirão Preto,Zona Norte,Estelionato,Noite,27,5,5,1455.82,68.78,Alto
2017,2,2017-02-01,Sudeste,RJ,Rio de Janeiro,Zona Sul,Violência doméstica,Tarde,28,9,4,3646.82,37.45,Crítico
2017,2,2017-02-01,Sudeste,RJ,Niterói,Centro,Roubo,Tarde,31,2,2,2682.55,111.77,Baixo
2017,2,2017-02-01,Sudeste,RJ,Nova Iguaçu,Zona Sul,Furto,Madrugada,31,9,2,2448.42,40.77,Crítico
2017,2,2017-02-01,Sudeste,RJ,Petrópolis,Zona Sul,Estelionato,Manhã,31,7,3,2861.78,32.7,Crítico
2017,2,2017-02-01,Sudeste,MG,Belo Horizonte,Periferia,Furto,Madrugada,31,7,4,3269.16,91.74,Baixo
2017,2,2017-02-01,Sudeste,MG,Uberlândia,Centro,Roubo,Tarde,37,5,3,2077.54,68.42,Alto
2017,2,2017-02-01,Sudeste,MG,Juiz de Fora,Centro,Violência doméstica,Manhã,28,3,3,2721.67,60.89,Alto
2017,2,2017-02-01,Sudeste,ES,Vitória,Centro,Roubo,Madrugada,39,6,4,2297.16,99.8,Baixo
2017,2,2017-02-01,Sudeste,ES,Vila Velha,Zona Sul,Roubo,Noite,39,5,5,1859.53,113.05,Alto
2017,2,2017-02-01,Sudeste,ES,Serra,Centro,Violência doméstica,Noite,31,3,5,1903.29,28.74,Baixo
2017,2,2017-02-01,Sul,PR,Curitiba,Zona Norte,Homicídio,Tarde,28,7,3,2805.01,42.33,Crítico
2017,2,2017-02-01,Sul,PR,Londrina,Zona Sul,Estelionato,Noite,22,2,4,3649.36,83.69,Crítico
2017,2,2017-02-01,Sul,SC,Florianópolis,Centro,Violência doméstica,Madrugada,32,8,6,2208.72,66.6,Crítico
2017,2,2017-02-01,Sul,SC,Joinville,Centro,Furto,Manhã,26,2,2,1962.78,106.97,Médio
2017,2,2017-02-01,Sul,RS,Porto Alegre,Centro,Furto,Tarde,22,6,6,2899.62,53.07,Baixo
2017,2,2017-02-01,Sul,RS,Caxias do Sul,Zona Sul,Tráfico,Madrugada,32,5,4,3195.82,75.22,Alto
2017,3,2017-03-01,Norte,AM,Manaus,Zona Sul,Tráfico,Madrugada,38,5,2,2201.63,102.36,Alto
2017,3,2017-03-01,Norte,PA,Belém,Zona Norte,Estelionato,Manhã,41,3,1,2497.49,39.0,Crítico
2017,3,2017-03-01,Norte,PA,Santarém,Periferia,Estelionato,Tarde,21,3,6,1868.87,102.78,Alto
2017,3,2017-03-01,Norte,RO,Porto Velho,Centro,Estelionato,Tarde,32,4,2,2649.92,66.06,Baixo
2017,3,2017-03-01,Norte,TO,Palmas,Centro,Violência doméstica,Tarde,30,2,5,2217.51,87.48,Médio
2017,3,2017-03-01,Nordeste,BA,Salvador,Periferia,Roubo,Manhã,29,5,8,2928.35,110.87,Baixo
2017,3,2017-03-01,Nordeste,BA,Feira de Santana,Zona Norte,Violência doméstica,Madrugada,46,6,2,3106.25,105.79,Baixo
2017,3,2017-03-01,Nordeste,PE,Recife,Zona Norte,Furto,Manhã,24,2,3,2697.92,14.49,Médio
2017,3,2017-03-01,Nordeste,PE,Jaboatão dos Guararapes,Zona Sul,Furto,Madrugada,25,4,4,2884.4,110.66,Baixo
2017,3,2017-03-01,Nordeste,CE,Fortaleza,Periferia,Roubo,Noite,27,3,1,3418.79,70.69,Médio
2017,3,2017-03-01,Nordeste,CE,Juazeiro do Norte,Centro,Furto,Noite,34,5,0,3723.46,20.46,Crítico
2017,3,2017-03-01,Nordeste,MA,São Luís,Zona Sul,Homicídio,Noite,27,5,3,3087.68,75.37,Médio
2017,3,2017-03-01,Nordeste,PB,João Pessoa,Zona Sul,Violência doméstica,Tarde,26,7,5,4444.26,61.3,Crítico
2017,3,2017-03-01,Centro-Oeste,DF,Brasília,Centro,Violência doméstica,Noite,34,3,5,3415.92,24.26,Alto
2017,3,2017-03-01,Centro-Oeste,GO,Goiânia,Zona Norte,Estelionato,Tarde,34,5,5,4064.59,87.95,Baixo
2017,3,2017-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Zona Norte,Tráfico,Madrugada,33,7,1,3261.97,85.91,Baixo
2017,3,2017-03-01,Centro-Oeste,MT,Cuiabá,Zona Sul,Homicídio,Manhã,31,6,2,4142.17,97.06,Crítico
2017,3,2017-03-01,Centro-Oeste,MS,Campo Grande,Zona Norte,Furto,Manhã,21,5,2,3595.47,98.81,Baixo
2017,3,2017-03-01,Sudeste,SP,São Paulo,Zona Sul,Estelionato,Noite,31,4,1,3331.13,101.34,Baixo
2017,3,2017-03-01,Sudeste,SP,Campinas,Zona Sul,Tráfico,Manhã,27,6,4,2064.68,75.36,Médio
2017,3,2017-03-01,Sudeste,SP,Ribeirão Preto,Periferia,Estelionato,Noite,27,7,2,3659.7,98.88,Baixo
2017,3,2017-03-01,Sudeste,RJ,Rio de Janeiro,Centro,Violência doméstica,Tarde,34,4,2,3006.29,16.24,Crítico
2017,3,2017-03-01,Sudeste,RJ,Niterói,Zona Sul,Furto,Madrugada,26,5,2,1725.93,38.5,Médio
2017,3,2017-03-01,Sudeste,RJ,Nova Iguaçu,Zona Norte,Furto,Manhã,33,5,2,2996.32,90.61,Médio
2017,3,2017-03-01,Sudeste,RJ,Petrópolis,Centro,Homicídio,Tarde,22,0,3,1684.19,27.52,Crítico
2017,3,2017-03-01,Sudeste,MG,Belo Horizonte,Zona Norte,Roubo,Manhã,34,7,3,698.49,111.74,Crítico
2017,3,2017-03-01,Sudeste,MG,Uberlândia,Zona Norte,Estelionato,Madrugada,38,5,6,1517.29,46.96,Alto
2017,3,2017-03-01,Sudeste,MG,Juiz de Fora,Zona Norte,Furto,Manhã,22,5,4,2529.12,22.17,Baixo
2017,3,2017-03-01,Sudeste,ES,Vitória,Periferia,Homicídio,Tarde,30,6,3,3183.01,75.59,Médio
2017,3,2017-03-01,Sudeste,ES,Vila Velha,Zona Sul,Furto,Tarde,42,6,7,2476.42,28.23,Médio
2017,3,2017-03-01,Sudeste,ES,Serra,Zona Norte,Tráfico,Manhã,38,5,2,3514.27,20.48,Médio
2017,3,2017-03-01,Sul,PR,Curitiba,Zona Sul,Homicídio,Madrugada,21,3,6,2193.22,41.12,Crítico
2017,3,2017-03-01,Sul,PR,Londrina,Periferia,Furto,Manhã,25,7,1,2966.34,21.54,Alto
2017,3,2017-03-01,Sul,SC,Florianópolis,Periferia,Estelionato,Manhã,28,5,2,3312.16,44.03,Crítico
2017,3,2017-03-01,Sul,SC,Joinville,Zona Sul,Tráfico,Madrugada,32,2,1,3129.65,89.28,Crítico
2017,3,2017-03-01,Sul,RS,Porto Alegre,Zona Sul,Homicídio,Tarde,27,5,3,2405.8,108.59,Alto
2017,3,2017-03-01,Sul,RS,Caxias do Sul,Zona Norte,Roubo,Manhã,24,1,4,2298.27,113.41,Médio
2017,4,2017-04-01,Norte,AM,Manaus,Zona Norte,Tráfico,Noite,33,3,5,3495.99,55.89,Baixo
2017,4,2017-04-01,Norte,PA,Belém,Centro,Furto,Madrugada,25,5,1,3382.42,14.76,Crítico
2017,4,2017-04-01,Norte,PA,Santarém,Zona Norte,Tráfico,Manhã,31,7,2,2629.6,59.12,Crítico
2017,4,2017-04-01,Norte,RO,Porto Velho,Zona Norte,Roubo,Noite,19,2,2,2542.41,49.39,Alto
2017,4,2017-04-01,Norte,TO,Palmas,Zona Norte,Violência doméstica,Madrugada,25,5,2,3280.67,99.9,Baixo
2017,4,2017-04-01,Nordeste,BA,Salvador,Periferia,Violência doméstica,Tarde,33,8,4,2717.69,25.93,Crítico
2017,4,2017-04-01,Nordeste,BA,Feira de Santana,Zona Norte,Furto,Madrugada,31,7,3,2719.22,30.65,Médio
2017,4,2017-04-01,Nordeste,PE,Recife,Zona Norte,Estelionato,Manhã,21,5,5,3096.44,15.03,Crítico
2017,4,2017-04-01,Nordeste,PE,Jaboatão dos Guararapes,Periferia,Violência doméstica,Manhã,24,9,3,4187.51,62.95,Baixo
2017,4,2017-04-01,Nordeste,CE,Fortaleza,Centro,Tráfico,Manhã,28,5,4,1500.27,49.54,Baixo
2017,4,2017-04-01,Nordeste,CE,Juazeiro do Norte,Periferia,Homicídio,Tarde,26,8,0,3132.21,95.7,Crítico
2017,4,2017-04-01,Nordeste,MA,São Luís,Zona Norte,Homicídio,Manhã,30,4,3,3583.9,43.67,Médio
2017,4,2017-04-01,Nordeste,PB,João Pessoa,Periferia,Estelionato,Madrugada,25,7,2,2703.32,24.77,Médio
2017,4,2017-04-01,Centro-Oeste,DF,Brasília,Zona Sul,Estelionato,Madrugada,36,10,1,2533.5,97.74,Alto
2017,4,2017-04-01,Centro-Oeste,GO,Goiânia,Periferia,Violência doméstica,Noite,29,7,2,1799.33,119.27,Alto
2017,4,2017-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Zona Norte,Furto,Noite,29,2,3,2920.84,47.27,Baixo
2017,4,2017-04-01,Centro-Oeste,MT,Cuiabá,Periferia,Homicídio,Manhã,33,6,1,2761.07,30.6,Médio
2017,4,2017-04-01,Centro-Oeste,MS,Campo Grande,Zona Sul,Roubo,Noite,28,4,1,3108.69,93.23,Crítico
2017,4,2017-04-01,Sudeste,SP,São Paulo,Zona Norte,Estelionato,Madrugada,31,4,0,3267.97,50.54,Baixo
2017,4,2017-04-01,Sudeste,SP,Campinas,Periferia,Tráfico,Madrugada,36,4,2,940.16,67.88,Alto
2017,4,2017-04-01,Sudeste,SP,Ribeirão Preto,Zona Sul,Furto,Noite,22,5,3,3680.63,114.66,Médio
2017,4,2017-04-01,Sudeste,RJ,Rio de Janeiro,Zona Sul,Furto,Tarde,39,6,3,2878.93,43.39,Crítico
2017,4,2017-04-01,Sudeste,RJ,Niterói,Centro,Tráfico,Manhã,23,9,6,2538.96,11.92,Baixo
2017,4,2017-04-01,Sudeste,RJ,Nova Iguaçu,Zona Sul,Homicídio,Tarde,30,7,3,1936.82,10.63,Crítico
2017,4,2017-04-01,Sudeste,RJ,Petrópolis,Periferia,Violência doméstica,Manhã,32,4,7,3469.5,65.46,Crítico
2017,4,2017-04-01,Sudeste,MG,Belo Horizonte,Periferia,Homicídio,Tarde,37,5,6,2156.45,106.67,Alto
2017,4,2017-04-01,Sudeste,MG,Uberlândia,Periferia,Estelionato,Tarde,33,4,0,3141.72,59.02,Alto
2017,4,2017-04-01,Sudeste,MG,Juiz de Fora,Centro,Estelionato,Manhã,40,2,5,1684.54,66.17,Alto
2017,4,2017-04-01,Sudeste,ES,Vitória,Zona Sul,Furto,Manhã,33,2,6,3157.37,44.89,Alto
2017,4,2017-04-01,Sudeste,ES,Vila Velha,Periferia,Roubo,Manhã,31,9,1,2766.65,10.39,Baixo
2017,4,2017-04-01,Sudeste,ES,Serra,Centro,Tráfico,Tarde,35,8,5,2308.03,64.8,Alto
2017,4,2017-04-01,Sul,PR,Curitiba,Centro,Furto,Noite,32,3,4,2758.03,50.26,Médio
2017,4,2017-04-01,Sul,PR,Londrina,Centro,Tráfico,Tarde,27,5,3,1605.83,56.6,Médio
2017,4,2017-04-01,Sul,SC,Florianópolis,Zona Sul,Homicídio,Madrugada,28,5,1,2902.05,113.05,Médio
2017,4,2017-04-01,Sul,SC,Joinville,Periferia,Roubo,Tarde,28,5,2,3075.77,90.07,Médio
2017,4,2017-04-01,Sul,RS,Porto Alegre,Periferia,Roubo,Noite,30,3,1,1526.21,30.76,Baixo
2017,4,2017-04-01,Sul,RS,Caxias do Sul,Zona Sul,Homicídio,Manhã,26,10,2,2889.87,36.71,Baixo
2017,5,2017-05-01,Norte,AM,Manaus,Centro,Roubo,Noite,22,4,3,1520.49,102.46,Alto
2017,5,2017-05-01,Norte,PA,Belém,Zona Norte,Roubo,Tarde,27,9,2,3023.69,81.49,Crítico
2017,5,2017-05-01,Norte,PA,Santarém,Zona Sul,Violência doméstica,Tarde,25,2,1,4128.63,109.01,Alto
2017,5,2017-05-01,Norte,RO,Porto Velho,Zona Sul,Furto,Manhã,25,5,4,2945.91,88.25,Médio
2017,5,2017-05-01,Norte,TO,Palmas,Zona Norte,Estelionato,Tarde,28,4,3,4361.44,17.84,Alto
2017,5,2017-05-01,Nordeste,BA,Salvador,Centro,Furto,Tarde,35,4,3,1837.97,70.25,Baixo
2017,5,2017-05-01,Nordeste,BA,Feira de Santana,Zona Sul,Tráfico,Madrugada,30,5,4,2194.12,84.59,Médio
2017,5,2017-05-01,Nordeste,PE,Recife,Zona Norte,Tráfico,Noite,24,4,1,2609.13,22.36,Médio
2017,5,2017-05-01,Nordeste,PE,Jaboatão dos Guararapes,Periferia,Homicídio,Tarde,36,7,5,2983.18,60.07,Médio
2017,5,2017-05-01,Nordeste,CE,Fortaleza,Zona Norte,Tráfico,Tarde,23,3,3,3279.86,84.35,Crítico
2017,5,2017-05-01,Nordeste,CE,Juazeiro do Norte,Zona Sul,Violência doméstica,Noite,33,9,4,2917.06,101.02,Alto
2017,5,2017-05-01,Nordeste,MA,São Luís,Zona Norte,Roubo,Madrugada,33,9,0,2616.08,108.22,Crítico
2017,5,2017-05-01,Nordeste,PB,João Pessoa,Zona Sul,Roubo,Manhã,26,8,3,2818.25,74.71,Baixo
2017,5,2017-05-01,Centro-Oeste,DF,Brasília,Centro,Furto,Tarde,29,8,3,2489.11,115.56,Crítico
2017,5,2017-05-01,Centro-Oeste,GO,Goiânia,Centro,Furto,Noite,32,9,1,2905.97,85.59,Alto
2017,5,2017-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Centro,Violência doméstica,Manhã,28,2,1,1969.75,37.53,Médio
2017,5,2017-05-01,Centro-Oeste,MT,Cuiabá,Periferia,Furto,Manhã,37,4,0,2423.4,116.45,Alto
2017,5,2017-05-01,Centro-Oeste,MS,Campo Grande,Zona Norte,Furto,Noite,39,3,6,2809.46,18.64,Médio
2017,5,2017-05-01,Sudeste,SP,São Paulo,Periferia,Estelionato,Noite,32,3,4,2564.38,104.32,Médio
2017,5,2017-05-01,Sudeste,SP,Campinas,Zona Norte,Roubo,Madrugada,32,4,2,2423.94,84.79,Crítico
2017,5,2017-05-01,Sudeste,SP,Ribeirão Preto,Centro,Homicídio,Madrugada,18,6,4,2723.06,40.27,Médio
2017,5,2017-05-01,Sudeste,RJ,Rio de Janeiro,Zona Sul,Furto,Madrugada,38,10,1,3425.5,64.82,Baixo
2017,5,2017-05-01,Sudeste,RJ,Niterói,Zona Sul,Violência doméstica,Manhã,28,7,3,1814.87,102.76,Alto
2017,5,2017-05-01,Sudeste,RJ,Nova Iguaçu,Zona Norte,Tráfico,Noite,33,4,3,3724.73,89.67,Baixo
2017,5,2017-05-01,Sudeste,RJ,Petrópolis,Periferia,Homicídio,Madrugada,21,4,4,3241.28,17.19,Crítico
2017,5,2017-05-01,Sudeste,MG,Belo Horizonte,Centro,Roubo,Tarde,29,4,5,3346.03,50.62,Baixo
2017,5,2017-05-01,Sudeste,MG,Uberlândia,Zona Sul,Furto,Madrugada,24,5,2,3145.13,46.13,Crítico
2017,5,2017-05-01,Sudeste,MG,Juiz de Fora,Zona Norte,Furto,Tarde,31,1,3,1480.63,16.17,Médio
2017,5,2017-05-01,Sudeste,ES,Vitória,Periferia,Estelionato,Madrugada,27,7,4,2421.65,86.09,Baixo
2017,5,2017-05-01,Sudeste,ES,Vila Velha,Zona Norte,Violência doméstica,Tarde,23,5,4,2853.74,23.3,Médio
2017,5,2017-05-01,Sudeste,ES,Serra,Zona Norte,Violência doméstica,Noite,32,8,0,1901.77,112.01,Crítico
2017,5,2017-05-01,Sul,PR,Curitiba,Centro,Furto,Madrugada,23,5,6,3618.54,78.55,Crítico
2017,5,2017-05-01,Sul,PR,Londrina,Zona Sul,Roubo,Madrugada,34,9,3,3433.04,41.09,Baixo
2017,5,2017-05-01,Sul,SC,Florianópolis,Zona Sul,Furto,Tarde,30,1,3,2591.41,89.63,Crítico
2017,5,2017-05-01,Sul,SC,Joinville,Centro,Estelionato,Tarde,39,6,4,2733.69,117.54,Médio
2017,5,2017-05-01,Sul,RS,Porto Alegre,Zona Sul,Homicídio,Tarde,27,5,5,2892.04,19.68,Baixo
2017,5,2017-05-01,Sul,RS,Caxias do Sul,Centro,Roubo,Tarde,31,4,4,2747.27,22.27,Crítico
2017,6,2017-06-01,Norte,AM,Manaus,Zona Sul,Furto,Tarde,27,6,3,3415.43,119.59,Médio
2017,6,2017-06-01,Norte,PA,Belém,Zona Sul,Homicídio,Noite,31,1,0,954.89,28.61,Alto
2017,6,2017-06-01,Norte,PA,Santarém,Periferia,Roubo,Madrugada,28,4,2,3155.26,50.3,Crítico
2017,6,2017-06-01,Norte,RO,Porto Velho,Periferia,Furto,Noite,28,6,6,3186.8,20.38,Alto
2017,6,2017-06-01,Norte,TO,Palmas,Centro,Furto,Tarde,37,7,5,2058.39,78.15,Baixo
2017,6,2017-06-01,Nordeste,BA,Salvador,Zona Sul,Roubo,Tarde,23,0,4,3723.15,28.49,Alto
2017,6,2017-06-01,Nordeste,BA,Feira de Santana,Zona Sul,Estelionato,Madrugada,24,2,6,2020.23,90.13,Médio
2017,6,2017-06-01,Nordeste,PE,Recife,Periferia,Violência doméstica,Madrugada,33,11,1,2722.67,75.13,Alto
2017,6,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,Centro,Roubo,Tarde,31,7,2,2827.14,86.28,Baixo
2017,6,2017-06-01,Nordeste,CE,Fortaleza,Centro,Estelionato,Noite,36,4,8,2443.59,59.49,Médio
2017,6,2017-06-01,Nordeste,CE,Juazeiro do Norte,Zona Norte,Tráfico,Noite,26,6,2,1475.3,49.8,Alto
2017,6,2017-06-01,Nordeste,MA,São Luís,Zona Sul,Furto,Noite,31,4,2,1607.37,100.2,Crítico
2017,6,2017-06-01,Nordeste,PB,João Pessoa,Centro,Estelionato,Manhã,22,3,1,3459.47,69.29,Baixo
2017,6,2017-06-01,Centro-Oeste,DF,Brasília,Centro,Estelionato,Manhã,36,5,1,3581.84,110.27,Baixo
2017,6,2017-06-01,Centro-Oeste,GO,Goiânia,Zona Norte,Tráfico,Madrugada,26,3,5,3068.61,80.94,Crítico
2017,6,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Zona Sul,Furto,Noite,41,6,7,2998.35,57.41,Médio
2017,6,2017-06-01,Centro-Oeste,MT,Cuiabá,Centro,Roubo,Noite,41,7,5,3084.73,102.75,Crítico
2017,6,2017-06-01,Centro-Oeste,MS,Campo Grande,Centro,Roubo,Madrugada,21,3,3,2299.11,17.11,Alto
2017,6,2017-06-01,Sudeste,SP,São Paulo,Zona Norte,Estelionato,Manhã,22,4,1,2601.44,45.65,Médio
2017,6,2017-06-01,Sudeste,SP,Campinas,Centro,Roubo,Madrugada,23,6,3,2552.8,79.82,Médio
2017,6,2017-06-01,Sudeste,SP,Ribeirão Preto,Centro,Tráfico,Madrugada,25,4,3,2577.35,89.8,Médio
2017,6,2017-06-01,Sudeste,RJ,Rio de Janeiro,Zona Sul,Tráfico,Manhã,35,4,7,2568.99,41.3,Alto
2017,6,2017-06-01,Sudeste,RJ,Niterói,Zona Norte,Estelionato,Manhã,32,6,1,4012.0,22.71,Alto
2017,6,2017-06-01,Sudeste,RJ,Nova Iguaçu,Periferia,Tráfico,Tarde,36,3,2,3924.46,79.77,Crítico
2017,6,2017-06-01,Sudeste,RJ,Petrópolis,Zona Norte,Roubo,Manhã,24,3,5,2708.91,115.32,Alto
2017,6,2017-06-01,Sudeste,MG,Belo Horizonte,Zona Norte,Homicídio,Noite,35,2,0,2892.63,104.08,Médio
2017,6,2017-06-01,Sudeste,MG,Uberlândia,Zona Norte,Homicídio,Manhã,23,1,3,2475.53,27.86,Baixo
2017,6,2017-06-01,Sudeste,MG,Juiz de Fora,Zona Norte,Violência doméstica,Tarde,31,4,4,3387.71,24.45,Crítico
2017,6,2017-06-01,Sudeste,ES,Vitória,Centro,Tráfico,Manhã,23,3,2,3342.15,87.02,Médio
2017,6,2017-06-01,Sudeste,ES,Vila Velha,Zona Sul,Tráfico,Manhã,25,4,5,2337.88,81.17,Médio
2017,6,2017-06-01,Sudeste,ES,Serra,Centro,Tráfico,Tarde,38,10,3,2453.7,49.9,Baixo
2017,6,2017-06-01,Sul,PR,Curitiba,Zona Sul,Homicídio,Madrugada,23,4,1,1313.88,111.63,Médio
2017,6,2017-06-01,Sul,PR,Londrina,Centro,Tráfico,Tarde,29,11,3,2300.57,99.93,Baixo
2017,6,2017-06-01,Sul,SC,Florianópolis,Zona Norte,Roubo,Madrugada,34,4,3,2983.25,62.49,Crítico
2017,6,2017-06-01,Sul,SC,Joinville,Centro,Estelionato,Madrugada,32,1,3,2573.81,28.57,Médio
2017,6,2017-06-01,Sul,RS,Porto Alegre,Centro,Estelionato,Manhã,23,10,5,2586.47,52.67,Crítico
2017,6,2017-06-01,Sul,RS,Caxias do Sul,Centro,Homicídio,Madrugada,32,6,1,2127.57,34.59,Baixo
2017,7,2017-07-01,Norte,AM,Manaus,Periferia,Violência doméstica,Manhã,27,6,3,2765.32,17.16,Crítico
2017,7,2017-07-01,Norte,PA,Belém,Zona Sul,Violência doméstica,Madrugada,22,1,2,3039.21,41.31,Médio
2017,7,2017-07-01,Norte,PA,Santarém,Centro,Roubo,Manhã,29,4,5,2548.82,12.26,Médio
2017,7,2017-07-01,Norte,RO,Porto Velho,Centro,Furto,Madrugada,24,7,5,2871.41,85.56,Baixo
2017,7,2017-07-01,Norte,TO,Palmas,Zona Norte,Violência doméstica,Manhã,24,6,2,1992.61,33.46,Baixo
2017,7,2017-07-01,Nordeste,BA,Salvador,Zona Sul,Violência doméstica,Manhã,28,3,2,2857.54,70.48,Baixo
2017,7,2017-07-01,Nordeste,BA,Feira de Santana,Periferia,Estelionato,Manhã,25,8,4,1414.85,117.59,Alto
2017,7,2017-07-01,Nordeste,PE,Recife,Centro,Furto,Tarde,34,7,5,1874.74,85.28,Médio
2017,7,2017-07-01,Nordeste,PE,Jaboatão dos Guararapes,Zona Norte,Tráfico,Tarde,32,11,4,2748.68,82.84,Crítico
